sentence text,event interval start,event interval end,trigger,rule,polarity,controller,controlled
""" The anti-adipogenic actions of FoxO1 appear to be under the control of insulin signaling as cells lacking either insulin receptor , or insulin receptor substrate or the insulin target AKT , have increased FoxO1 activity and impaired differentiation . """,28,35,increased,Positive_activation_syntax_1_verb,Positive_activation,"""insulin""","""FoxO1"""
""" Likewise , we have studied the insulin stimulated AKT and FOXO1 signalling , which could be involved in regulating proliferation and/or apoptosis in beta-cells downstream of PTP1B XREF_BIBR , XREF_BIBR . """,7,12,stimulated,Positive_activation_syntax_1_verb,Positive_activation,"""insulin""","""FOXO1"""
The phosphorylation of FoxO1 by FA facilitated FoxO1 nuclear exclusion in a manner comparable to insulin induced FoxO1 translocation ( XREF_FIG ) .,15,18,induced,Positive_early_activation,Positive_activation,"""insulin""","""FoxO1"""
It was intriguing to find that insulin promoted FoxO1 nuclear exit and degradation ( XREF_FIG ) while FoxO1 potentiated myogenesis upon insulin treatment ( XREF_FIG ) .,6,9,promoted,Positive_activation_syntax_1_verb,Positive_activation,"""insulin""","""FoxO1"""
""" Further downstream examination of the insulin signaling cascade revealed no difference in the insulin stimulated changes in FOXO1 or phospho-FOXO1 ( Ser 256 ) between the HET and WT groups ; whereas , total FOXO1 protein content was significantly elevated in the HET MTP mice in the basal state compared with WT ( p < 0.01 , XREF_FIG ) . """,14,19,stimulated,Positive_activation_syntax_1_verb,Positive_activation,"""insulin""","""FOXO1"""
""" Both insulin signaling and glucose sensation can modulate the activity of the Foxo1 , a transcription factor that regulates the expression of beta cell characteristics . """,2,14,modulate,Positive_activation_syntax_1_verb,Positive_activation,"""insulin""","""Foxo1"""
In hepatocytes insulin suppresses HGP by stimulating AKT to inhibit FOXO1 .,2,11,suppresses,Negative_activation_syntax_1_verb,Positive_activation,"""insulin""","""FOXO1"""
""" Indeed , it has been shown that insulin induced FOXO1 is a master protein that turns on the expression of another key inflammatory cytokine , IL-1beta that also inhibits insulin signaling . """,8,11,induced,Positive_early_activation,Positive_activation,"""insulin""","""FOXO1"""
""" Insulin dramatically reduced the FoxO1 nuclear level and the stability of FoxO1 protein [ XREF_BIBR , XREF_BIBR ] , suggesting that insulin triggered FoxO1 nuclear exclusion and protein degradation to reverse inhibited myogenesis by FoxO1 . """,22,25,triggered,Positive_activation_syntax_1_verb,Positive_activation,"""insulin""","""FoxO1"""
""" A western-type diet can promote insulin resistance , which activates FoxO1 and FoxO3 early during the process of atherogenesis . """,6,12,activates,Positive_activation_syntax_5_verb,Positive_activation,"""insulin""","""FoxO1"""
Our results reveal a complex network of genetic changes by which hepatic insulin resistance activates Foxo1 and dysregulates mitochondrial biogenesis and function .,12,16,activates,Positive_activation_syntax_1_verb,Positive_activation,"""insulin""","""Foxo1"""
""" Insulin was able to antagonize the effect of BITC , since incubation with BITC in combination with insulin induced FOXO1 accumulation . """,18,21,induced,Positive_early_activation,Positive_activation,"""insulin""","""FOXO1"""
""" We also demonstrate that PC derived exosomes can inhibit insulin and PI3K and Akt signalling , in which insulin induced FoxO1 nuclear exclusion is preserved and Glut4 trafficking is impaired . """,19,22,induced,Positive_early_activation,Positive_activation,"""insulin""","""FoxO1"""
""" Leptin action was not altered in young Lepr DeltaIrs2 -mice , although insulin stimulated FoxO1 nuclear exclusion was reduced in Lepr DeltaIrs2 -mice . """,13,16,stimulated,Positive_activation_syntax_1_verb,Positive_activation,"""insulin""","""FoxO1"""
""" For example , ChIP assays demonstrate that insulin stimulates the dissociation of FOXO1 from the G6Pase promoter [ XREF_BIBR , XREF_BIBR ] and global [ XREF_BIBR ] or liver specific [ XREF_BIBR ] disruption of the FOXO1 gene impairs the induction of G6Pase gene expression by fasting . """,8,14,stimulates,Positive_activation_syntax_1_verb,Positive_activation,"""insulin""","""FOXO1"""
""" Examined in clonal alphaTC1-9 cells , insulin caused endogenous FoxO1 to translocate from the nucleus to the cytoplasm . """,7,11,caused,Positive_activation_syntax_1_verb,Positive_activation,"""insulin""","""FoxO1"""
""" Analysis of the upstream kinases revealed that Tak1 activation was selectively augmented by Traf6 overexpression but suppressed by Traf6 ablation ( XREF_FIG ) , whereas negligible effects were observed on the phosphorylation levels of Tbk1 , Ask1 , Pi3k , Ilk and Fak in response to hypertrophic stresses ( XREF_SUPPLEMENTARY ) . """,8,20,suppressed,Negative_activation_syntax_2_verb,Negative_activation,"""Traf6""","""Tak1"""
""" As A20 cleaves K63 linked polyubiquitin chains in TRAF2 and TRAF6 to prevent TAK1 kinase activity XREF_BIBR - XREF_BIBR , and the subsequent activation of NF-kappaB XREF_BIBR - XREF_BIBR , we focused on TNF induced activation of both TAK1 and downstream IKK in LECs obtained from WT and Dream -/- mice . """,11,15,prevent,Negative_activation_syntax_1_verb,Negative_activation,"""TRAF6""","""TAK1"""
""" Inhibition of TAK1 , but not IRAK-1 or TRAF6 , completely abrogated IL-1beta-induced IL-6 and IL-8 synthesis in RASFs . """,1,10,Inhibition,Negative_activation_syntax_3_noun,Negative_activation,"""TRAF6""","""TAK1"""
""" These results suggest that the inactivation of TAK1 , but not TRAF6 , perturbs the expression of various inflammatory molecules in eWAT of mice in naive conditions . """,6,13,inactivation,Negative_activation_syntax_3_noun,Negative_activation,"""TRAF6""","""TAK1"""
""" In summary , our results demonstrate that even though both TRAF6 and TAK1 are common components of several signaling pathways , inhibition of TAK1 , but not TRAF6 , reduces adipocyte survival and improves browning of WAT in mice . """,22,29,inhibition,Negative_activation_syntax_3_noun,Negative_activation,"""TRAF6""","""TAK1"""
""" Collectively , our results suggest that even though TRAF6 is an upstream activator of TAK1 in many signaling cascades , inactivation of TAK1 , but not TRAF6 , regulates adipocyte survival , energy expenditure , and HFD induced obesity in mice . """,21,28,inactivation,Negative_activation_syntax_3_noun,Negative_activation,"""TRAF6""","""TAK1"""
""" In cell growth experiments , FGF1 , 2 , and 17 but not FGF19 inhibited the proliferation of FGFR3 expressing rat chondrosarcoma chondrocytes ( RCS ) with relative potency FGF2 >> FGF1 = FGF17 . """,6,20,inhibited,Negative_activation_syntax_1_verb,Negative_activation,"""FGF1""","""FGFR3"""
""" To further document that inhibition of cleavage coincides with trapping FGFR3 at the PM , serum starved cells were treated with FGF1 in the presence or absence of inhibitors , cell surface biotinylated at the times indicated , and precipitated with NeutrAvidin Gel . """,11,23,treated with,Positive_activation_surface_treated_with,Negative_activation,"""FGF1""","""FGFR3"""
""" Regarding these substrates , it is at least theoretically plausible that the reported in vivo effects of PTP1B loss on ErbB2 driven breast cancer can be explained in terms of failure to activate Src . """,18,35,activate,Positive_activation_syntax_1_verb,Negative_activation,"""PTP1B""","""Src"""
""" In addition , these effects were also seen in Src expressing cells treated with an inhibitor of PTP1B ( XREF_FIG ) . """,10,19,treated with,Positive_activation_surface_treated_with,Negative_activation,"""PTP1B""","""Src"""
""" However , recent in vitro data , carried out in a 3D cell culture setting , indicate that PTP1B mediated Src activation is a prime target in ErbB2 ( Neu )-induced human breast cancer cells [ XREF_BIBR ] . """,19,22,mediated,Positive_early_activation,Negative_activation,"""PTP1B""","""Src"""
""" PTP1B targets the negative regulatory site of Src ( phosphotyrosine 529 ) , paxillin and p130Cas at peripheral cell-matrix adhesions . """,1,9,targets,Positive_activation_syntax_1_verb,Negative_activation,"""PTP1B""","""Src"""
""" Odanacatib inhibits bone resorption by inhibiting cathepsin K activity , whereas modeling based bone formation is stimulated at periosteal surfaces . """,1,9,inhibits,Negative_activation_syntax_1_verb,Positive_activation,"""Odanacatib""","""cathepsin K"""
We found that roscovitine induced p53 upregulation was not due to inhibition of HPV E6 .,3,6,induced,Positive_early_activation,Positive_activation,"""roscovitine""","""p53"""
""" In addition , roscovitine upregulated p53 in both HPV+ and HPV- cells . """,4,7,upregulated,Positive_activation_syntax_1_verb,Positive_activation,"""roscovitine""","""p53"""
We found that roscovitine upregulates p53 in head and neck cancer cells regardless of p53 mutation and HPV status .,3,6,upregulates,Positive_activation_syntax_1_verb,Positive_activation,"""roscovitine""","""p53"""
""" The classical p53 target gene , CDKN1A , was upregulated by roscovitine in HPV+ SCC090 cells on mRNA and protein levels , suggesting that roscovitine elevated p53 is transcriptionally active . """,3,13,upregulated,Positive_activation_syntax_2_verb,Positive_activation,"""roscovitine""","""p53"""
""" Depletion of p53 with shRNA partially abolished p21 induction after roscovitine treatment , further confirming roscovitine induced p53 transcriptional activation . """,16,19,induced,Positive_early_activation,Positive_activation,"""roscovitine""","""p53"""
""" Thus , p53 was upregulated by roscovitine independently of HPV E6 expression . """,3,8,upregulated,Positive_activation_syntax_4_verb,Positive_activation,"""roscovitine""","""p53"""
""" Despite the opposite effect on HPV16 E6 mRNA levels , roscovitine treatment induced p53 protein in both cell lines . """,11,15,induced,Positive_activation_syntax_1_verb,Positive_activation,"""roscovitine""","""p53"""
The cyclin dependent kinase inhibitor roscovitine has been shown to induce nuclear accumulation of wild-type p53 in human untransformed and tumour derived cells .,5,16,induce,Positive_activation_syntax_1_verb,Positive_activation,"""roscovitine""","""p53"""
""" Here , we raised the question of which pathway would be involved in roscovitine induced apoptosis in MCF-7 cells , which are known to be caspase-3-deficient , and whether roscovitine mediated activation of p53 protein might positively affect the execution of cell death . """,30,35,mediated,Positive_early_activation,Positive_activation,"""roscovitine""","""p53"""
We compared the kinetics of roscovitine mediated p53 activation between caspase-3-deficient parental MCF-7 cells and cells reconstituted with caspase-3 .,5,8,mediated,Positive_early_activation,Positive_activation,"""roscovitine""","""p53"""
Low concentrations of roscovitine cooperate with the DNA damaging agent camptothecin to activate p53 in a synergistic fashion .,3,14,activate,Positive_activation_syntax_1_verb,Positive_activation,"""roscovitine""","""p53"""
We show that low doses of CDK inhibitors roscovitine and DRB synergize with the MDM2 antagonist nutlin-3a in the induction of p53 activity and promote p53 dependent apoptosis in a dose- and time dependent manner .,8,26,promote,Positive_activation_syntax_1_verb,Positive_activation,"""roscovitine""","""p53"""
""" Our findings indicate that VEGF-C down-regulates VEGFR-3 in lymphatic endothelial cells through VEGFR-3 kinase activation and , in part , via lysosomal degradation . """,5,8,down-regulates,Negative_activation_syntax_1_verb,Negative_activation,"""VEGF-C""","""VEGFR-3"""
""" Here , we demonstrate that VEGF-C , -D , and -C156S , but not VEGF-A , down-regulate VEGFR-3 . """,6,19,down-regulate,Negative_activation_syntax_1_verb,Negative_activation,"""VEGF-C""","""VEGFR-3"""
Robo4 is required for Slit2N to inhibit the activation of VEGFR-3 by VEGF-C .,8,13,activation,Positive_activation_token_2_noun,Negative_activation,"""VEGF-C""","""VEGFR-3"""
VEGF-C alone decreased cell surface VEGFR-3 by about 50 % after 15 and 30minutes incubation .,0,6,decreased,Negative_activation_syntax_1_verb,Negative_activation,"""VEGF-C""","""VEGFR-3"""
""" Supporting the idea that ABL2 can help convey VEGF164 induced VEGFR2 mediated permeability signaling , we show here that ABL1 knockdown or NRP1 does not completely abolish pCRKL induction , whereas the pharmacological VEGFR2 blockade with PTK/ZK or dual ABL1 and ABL2 blockade with Imatinib abrogated pCRKL and pSFK induction in response to VEGF164 in vitro . """,40,48,abrogated,Negative_activation_syntax_1_verb,Positive_activation,"""ABL1""","""pCRKL"""
Ku-0063794 is a specific inhibitor of the mammalian target of rapamycin ( mTOR ) .,0,11,is a specific inhibitor,Negative_activation_copula_1,Positive_activation,"""Ku-0063794""","""mammalian target of rapamycin"""
""" MPP2 and c-Src interacted in cells , where c-Src kinase activity promoted increased interaction of c-Src with MPP2 . """,9,17,promoted,Positive_activation_syntax_1_verb,Positive_activation,"""c-Src kinase""","""c-Src"""
""" GMPS retention in the cytoplasm is mediated by a ubiquitylation dependent mechanism , thus preventing p53 induction . """,1,17,mediated,Positive_activation_syntax_1_verb,Negative_activation,"""GMPS""","""p53"""
The inhibitory effect of orexin on forskolin stimulated cAMP accumulation was not observed in OX1R expressing cells .,4,15,stimulated,Positive_activation_syntax_1_verb,Negative_activation,"""orexin""","""OX1R"""
Smad2 or Smad7 mutants defective in Smad4 interaction failed to induce Smurf1 mediated down-regulation of Smad4 .,11,16,mediated,Positive_activation_syntax_1_verb,Positive_activation,"""Smurf1""","""Smad4"""
""" Thus , the inability of SMRT or NCoR to interact with agonist activated PR when assayed in vivo may relate more to the increased affinity of PR for coactivators , with a subsequent displacement of corepressors , than to an inherent low affinity for the corepressor proteins . """,6,15,activated,Positive_activation_syntax_1_verb,Positive_activation,"""SMRT""","""PR"""
""" Our results show that c-Abl not only targets Hdm2 , but also Hdmx , which together contribute to p53 activation in response to DNA damage . """,5,10,targets,Positive_activation_syntax_1_verb,Positive_activation,"""c-Abl""","""Hdm2"""
""" Biochemical analyses on CARF induced molecular signaling revealed that in p53-null cells , it caused transcriptional repression of p21 ( WAF1 ) leading to increase in CDK4 , CDK6 , pRb and E2F1 resulting in continued cell cycle progression . """,19,30,leading,Positive_activation_syntax_1_verb,Positive_activation,"""p21""","""CDK6"""
""" However , p21 and p27 were also shown to promote the assembly of active kinase CDK4 or CDK6 complexes whereas they inhibits CDK2 activity XREF_BIBR . """,3,19,promote,Positive_activation_syntax_1_verb,Positive_activation,"""p21""","""CDK6"""
Knockdown of AMPKalpha1 significantly decreased ( P < 0.001 ) PGC-1alpha expression and levels in Abcd1-KO mice mixed glial cells ( XREF_FIG ) .,2,11,decreased,Negative_activation_syntax_1_verb,Negative_activation,"""AMPKalpha1""","""PGC-1alpha"""
""" Studies have shown that depletion and inhibition of Aurora A , Aurora B , Plk1 , or Bub1 induces cellular senescence or cell death in a p53 dependent or -independent but p73 dependent manner in many different cell types [ XREF_BIBR , XREF_BIBR - XREF_BIBR ] . """,15,28,induces,Positive_activation_syntax_1_verb,Positive_activation,"""Plk1""","""p53"""
""" Support for this comes from the study showing that Plk1 phosphorylation of GTSE1 is essential for cellular recovery from G 2 DNA damage checkpoints , suggesting that elevated Plk1 mediated p53 inactivation is one mechanism of premature checkpoint termination , eventually leading to aneuploidy and chromosome instability . """,29,32,mediated,Positive_early_activation,Positive_activation,"""Plk1""","""p53"""
""" In our study , results of the custom mRNA array revealed regulation of genes in the p21 and p53 pathway when cells were treated with the MEK and Plk1 combination . """,19,30,treated with,Positive_activation_surface_treated_with,Positive_activation,"""Plk1""","""p53"""
""" Interestingly , it has recently been shown that Plk1 mediated p53 inactivation contributes to doxorubicin resistance . """,9,12,mediated,Positive_early_activation,Positive_activation,"""Plk1""","""p53"""
""" To determine whether p53 has any impact on the impairment of these processes following PLK1 inhibition , HCT116-p53 +/+ and -p53-/- cells were treated with GSK461364 followed by fixing and staining with an antibody to gamma-tubulin to visualize the centrosomes . """,15,27,treated with,Positive_activation_surface_treated_with,Positive_activation,"""GSK461364""","""PLK1"""
""" The demonstration that the inflammation in the SHARPIN deficient and IEC specific NEMO deficient mouse strains can be reversed by a kinase-inactive allele of RIPK1 provides formal proof that TNF driven cell death can cause inflammation when the early checkpoint is disrupted [ XREF_BIBR , XREF_BIBR ] . """,13,26,reversed,Negative_activation_syntax_2_verb,Negative_activation,"""RIPK1""","""NEMO"""
""" However , RIPK1 ablation could not prevent the death of NEMO deficient hepatocytes showing that kinase independent scaffolding properties of RIPK1 are required to prevent hepatocyte apoptosis . """,3,12,prevent,Negative_activation_syntax_1_verb,Negative_activation,"""RIPK1""","""NEMO"""
""" Therefore , lack of RIPK1 kinase activity but not the absence of RIPK1 protein prevented hepatocyte apoptosis and HCC development in NEMO LPC-KO mice . """,5,23,prevented,Negative_activation_syntax_1_verb,Negative_activation,"""RIPK1""","""NEMO"""
""" Remarkably , combined LPC specific deficiency of RIPK1 and TRADD , but not of TRADD alone , prevented hepatocyte apoptosis and HCC development in NEMO LPC-KO animals . """,8,26,prevented,Negative_activation_syntax_1_verb,Negative_activation,"""RIPK1""","""NEMO"""
AMOT promotes either YAP1 nuclear localization or cytoplasmic retention in different cancer types .,0,4,promotes,Positive_activation_syntax_1_verb,Positive_activation,"""AMOT""","""YAP1"""
""" Furthermore , we found that expression of Amot , but not AmotDeltaN , rescued aPKCzeta-ca cells from stratified growth in 2D cultures , which is consistent with this phenotype being driven by Yap1 activity and Amot sequestering Yap1 from the nucleus ( XREF_FIG ) . """,36,39,sequestering,Negative_activation_syntax_1_verb,Positive_activation,"""Amot""","""Yap1"""
""" The activation of PI3K and PKB , PKC and PP-1 , but not PP-2A , seems to mediate the GLP-1 stimulatory action on glycogen synthase a in rat hepatocytes , while MAPKs and p70s6k could participate in other GLP-1 effects . """,2,15,activation,Positive_activation_syntax_3_noun,Positive_activation,"""PP-2A""","""PKB"""
""" Following Akt phosphorylation , FoxOs interact with 14-3-3 proteins promoting the cytoplasmic localization of FoxO and alterations in cell signaling independent of DNA binding . """,8,16,promoting,Positive_activation_syntax_1_verb,Positive_activation,"""14-3-3 proteins""","""FoxO"""
""" In mechanistic studies , Jak2 deficiency attenuated Raf-1 and MEK1 signaling , which then reduced activity of Sp-1 , an essential transcription factor responsible for eNOS expression . """,5,9,attenuated,Negative_activation_syntax_1_verb,Negative_activation,"""Jak2""","""Raf-1"""
""" The canonical and noncanonical NF-kappaB pathways are less likely to mediate NIK action , because G885R , which is unable to activate the noncanonical NF-kappaB2 pathway , acted as NIK to stimulate hepatocyte release of proinflammatory mediators , whereas IKKbeta ( SE ) , which activates the canonical NF-kappaB1 pathway , was unable to do so . """,40,50,activates,Positive_activation_syntax_5_verb,Positive_activation,"""IKKbeta""","""NF-kappaB1"""
""" IKKbeta and NEMO and IKKgamma mediate the activation of the canonical NF-kappaB1 pathway , in which IKKalpha has no essential role . """,1,13,mediate,Positive_activation_syntax_1_verb,Positive_activation,"""IKKbeta""","""NF-kappaB1"""
STAT1 activated by IFN-gamma and STAT6 activated by IL-4 or IL-13 upregulate the expression of iNOS and Arg1 in MDSCs [ XREF_BIBR ] .,0,6,activated,Positive_activation_syntax_2_verb,Positive_activation,"""STAT6""","""STAT1"""
This study elucidates an HDAC8 mediated p53 inactivating mechanism promoting LSC activity and highlights HDAC8 inhibition as a promising approach to selectively target inv ( 16 ) ( + ) LSCs .,4,7,mediated,Positive_early_activation,Positive_activation,"""HDAC8""","""p53"""
""" SHP2 depletion upregulates pSTAT1 , pJAK1/2 and total STAT1 in HNC cells . """,1,5,upregulates,Positive_activation_syntax_1_verb,Positive_activation,"""SHP2""","""pSTAT1"""
The siRNA induced knock-down of MyD88 prevented the LPS induced increase in IRAK4 activity in Caco-2 monolayers ( XREF_FIG ) .,5,13,prevented,Negative_activation_syntax_1_verb,Negative_activation,"""MyD88""","""IRAK4"""
""" Activation of gamma-PAK in human embryonic kidney 293T cells by cotransfection with constitutively active Cdc42 induces activation of c-Abl , resulting in increased phosphotyrosine levels . """,3,20,induces,Positive_activation_syntax_1_verb,Positive_activation,"""gamma-PAK""","""c-Abl"""
This action may forestall PTH resistance and downregulation of the PTH1R .,4,11,resistance,Negative_activation_syntax_3_noun,Negative_activation,"""PTH""","""PTH1R"""
""" Consistent with these results , cell-surface biotinylation showed that PTH decreased endogenous cell-surface LRP6 significantly at 30 minutes in UMR106 cells ( XREF_FIG ) , but not in PTH1R deficient OC59 cells ( XREF_SUPPLEMENTARY ) . """,10,30,decreased,Negative_activation_syntax_1_verb,Negative_activation,"""PTH""","""PTH1R"""
Knockdown of beta-arrestin using siRNA decreased both PTH induced PTH1R endocytosis ( XREF_FIG ) and PTH signaling downstream phosphorylation of ERK ( XREF_FIG ) .,7,10,induced,Positive_early_activation,Negative_activation,"""PTH""","""PTH1R"""
""" In contrast to results from a previous study showing that PTH1R is down-regulated by PTH in cultured osteoblasts XREF_BIBR , PTH1R was slightly increased by intermittent PTH treatment in vivo as measured by IHC and Western blot analysis . """,11,16,down-regulated,Negative_activation_syntax_2_verb,Negative_activation,"""PTH""","""PTH1R"""
""" Together , our results demonstrated that Pten and Lkb1 deficient endometrial tumors rely strongly on deregulated mTOR signaling , and they provided evidence that LKB1 status may modulate the response of PTEN deficient tumors to PI3K or mTOR inhibitors . """,25,33,modulate,Positive_activation_syntax_1_verb,Positive_activation,"""LKB1""","""PTEN"""
""" Because of the induction of PTEN , p53 , and p21 proteins by LKB1 XREF_BIBR , XREF_BIBR , XREF_BIBR , loss of LKB1 function activates the PI3K/Akt/mTOR pathway to promote proliferation and metastasis XREF_BIBR . """,4,15,induction,Positive_activation_syntax_1_noun,Positive_activation,"""LKB1""","""PTEN"""
We investigated the role of AGRP and melanocortin signaling in ghrelin induced food intake by studying melanocortin 3 and 4 receptor knockout ( MC3R KO and MC4R KO ) mice .,5,24,induced,Positive_activation_syntax_1_verb,Positive_activation,"""AGRP""","""MC3R"""
Increased NPY and AGRP neuronal activity increases feeding and promotes fat deposition via activation of NPY receptors and AGRP mediated inverse agonism of MC3R and MC4R .,3,24,mediated,Positive_activation_syntax_1_verb,Positive_activation,"""AGRP""","""MC3R"""
The increase in pDCs in IRF1 -/- mice suggests that IRF-1 might repress or inhibit IRF-8 .,10,16,repress,Negative_activation_syntax_1_verb,Negative_activation,"""IRF-1""","""IRF-8"""
Our findings indicate that regulated protein degradation by the proteasome specifically controls cell death through regulation of Abl mediated Crk Tyr221 phosphorylation and assembly of the CAS-Crk signaling scaffold .,17,20,mediated,Positive_early_activation,Positive_activation,"""Abl""","""Crk"""
""" To further investigate the role of ATM in JCV infection , SVGA were infected with JCV and treated with or without KU-55933 , which is an ATP competitive inhibitor of ATM . """,7,23,treated with,Positive_activation_surface_treated_with,Positive_activation,"""KU-55933""","""ATM"""
Silencing of ATR or ATM and inhibition of ATM activity by KU-55933 blocked Chk1 activation and RRM2 up-regulation .,6,12,inhibition,Negative_activation_syntax_2_noun,Positive_activation,"""KU-55933""","""ATM"""
""" The ATM inhibitor , KU-55933 , inhibits ATM at 100-fold lower concentrations compared to ATR or DNA-PK cs , and inhibits ATM specific DNA repair events [ XREF_BIBR ] . """,5,23,inhibits,Negative_activation_syntax_1_verb,Positive_activation,"""KU-55933""","""ATM"""
""" NPM1 is involved in ribosome biogenesis and centrosome duplication , and modulates the activity of the TP53 and CDKN2A tumor suppressors . """,1,20,modulates,Positive_activation_syntax_1_verb,Negative_activation,"""NPM1""","""CDKN2A"""
""" NPM1 is involved in ribosome biogenesis and centrosome duplication , and modulates the activity of the TP53 and CDKN2A tumor suppressors . """,1,20,modulates,Positive_activation_syntax_1_verb,Negative_activation,"""NPM1""","""CDKN2A"""
""" In retinal rods , photoexcited rhodopsin ( R * ) is inactivated upon phosphorylation by rhodopsin kinase and the subsequent binding of arrestin . """,6,18,inactivated,Negative_activation_syntax_2_verb,Negative_activation,"""rhodopsin kinase""","""rhodopsin"""
""" Luciferase reporter assays demonstrated that HCV core protein enhances the p73 dependent luciferase activity driven by MDM2 promoter , whereas p73 dependent transactivation of BAX is significantly inhibited by HCV core protein . """,11,18,driven,Positive_activation_syntax_2_verb,Positive_activation,"""MDM2""","""p73"""
""" We show here that , in sharp contrast to p53 , MDM2 induces p73 to form nuclear aggregates that colocalize with MDM2 but are distinct from the promyelocytic leukemia dots . """,12,15,induces,Positive_activation_syntax_1_verb,Positive_activation,"""MDM2""","""p73"""
""" In p53-null and mutant cells it was demonstrated that dissociation of p73 and MDM2 by Nutlin-3 increased p73 transcriptional activity , with up-regulation of p73 target genes PUMA and Noxa . """,14,19,increased,Positive_activation_syntax_1_verb,Positive_activation,"""MDM2""","""p73"""
""" Interestingly , p63 and p73 can also interact with MDM2 and MDM4 , but MDM2 and MDM4 do not cause p63 or p73 degradation [ XREF_BIBR ] . """,15,24,cause,Positive_activation_syntax_1_verb,Positive_activation,"""MDM2""","""p73"""
""" MDM2 does not target p73 for degradation , 29 but the E3 mutant MDM2 C464A also inhibited the transcriptional activity of TAp73alpha and TAp73gamma ( XREF_FIG ) . """,1,6,target,Positive_activation_syntax_1_verb,Positive_activation,"""MDM2""","""p73"""
""" We performed immunoprecipitation with an anti-Parkin antibody in WT and RPA32- or RPA70- depleted HEK293T cells ectopically expressing Myc-NBS1 , and found that RPA deficiency did n't affect the interaction between Parkin and NBS1 ( XREF_SUPPLEMENTARY ) . """,11,20,depleted,Negative_activation_syntax_1_verb,Negative_activation,"""RPA32-""","""Myc-NBS1"""
""" For example , IFNbeta induced IFNAR signaling inhibits reactive oxygen species production and inflammasome activation [ XREF_BIBR ] . """,4,7,induced,Positive_early_activation,Negative_activation,"""IFNbeta""","""IFNAR"""
""" More recently , we reported that a tumor with decreased expression of IFN alpha receptors ( IFNAR ) could be effectively treated with antibody linked to IFNbeta , which has a higher affinity for the IFNAR [ XREF_BIBR ] . """,17,28,treated with,Positive_activation_surface_treated_with,Negative_activation,"""IFNbeta""","""IFNAR"""
The inhibitory effect of HMGA1 on p53 induced cytochrome c release was further confirmed by analyzing mitochondrial and cytosolic fractions isolated from wild-type and MEFs null for the hmga1 gene after UV irradiation .,6,10,induced,Positive_early_activation,Negative_activation,"""p53""","""cytochrome c"""
Apoptotic induction by GATPT was shown to be mediated in a p53 dependent manner and loss of p53 impaired the release of cytochrome c from mitochondria to cytosol .,17,24,impaired,Negative_activation_syntax_1_verb,Negative_activation,"""p53""","""cytochrome c"""
""" In MEFs , zVAD-fmk increased p53 dependent loss of DeltaPsim , cytochrome c release and caspase-9 activity . """,6,14,loss,Negative_activation_syntax_3_noun,Negative_activation,"""p53""","""cytochrome c"""
""" In conclusion , our data demonstrated that jaceosidin inhibited the growth of U87 glioblastoma cells and induced apoptosis through cell cycle arrest , upregulation of p53 and Bax , lowering MTP , release of cytochrome c , and cleavage of caspase 3 . """,26,37,lowering,Negative_activation_syntax_1_verb,Negative_activation,"""p53""","""cytochrome c"""
Inactivation of p53 blocks cytochrome c release and caspase-9 activation .,2,6,blocks,Negative_activation_syntax_1_verb,Negative_activation,"""p53""","""cytochrome c"""
Bcl-x ( L ) and/or mutated p53 inhibit the apoptotic process by preventing the mitochondrial release of cytochrome c and/or activation of execution caspases .,6,19,inhibit,Negative_activation_syntax_1_verb,Negative_activation,"""p53""","""cytochrome c"""
""" Interestingly , Smad3 activation directly antagonizes the Notch signalling pathway , which is known to regulate satellite cell quiescence and self-renewal . """,3,9,antagonizes,Negative_activation_syntax_1_verb,Negative_activation,"""Smad3""","""Notch"""
""" Additionally , SMAD3 was linked to four downregulated members of the NOTCH pathway and three upregulated genes : JUN , SQSTM1 and IL1F7 . """,3,13,downregulated,Negative_activation_syntax_1_verb,Negative_activation,"""SMAD3""","""NOTCH"""
""" Importantly , dual inhibition of PI3K and Akt and mTOR pathways targeted rictor and raptor in WM cells , even when cultured in presence of BMSCs which induced up-regulation of raptor but not rictor . """,10,16,targeted,Positive_activation_syntax_1_verb,Negative_activation,"""mTOR""","""raptor"""
""" Furthermore , ARA70 was able to recover the COUP-TF II induced AR repression in a dose dependent manner ( XREF_FIG ) , and COUP-TF II was able to repress the ARA70 enhanced AR transactivation in a dose dependent manner ( XREF_FIG ) . """,31,34,enhanced,Positive_activation_token_1_verb,Negative_activation,"""ARA70""","""AR"""
""" As shown in both LNCaP and CWR22rv1 cells , knockdown of ARA70 by stably transfected ARA70-siRNA results in the reduction of the PSA induced AR transactivation ( XREF_FIG , lanes 9 vs 3 in LNCaP ; XREF_FIG lanes 7 vs 2 in CWR22rv1 ) , suggesting PSA might go through interaction with ARA70 to enhance its coactivity that results in the induction of AR transactivation . """,12,26,induced,Positive_activation_syntax_1_verb,Negative_activation,"""ARA70""","""AR"""
Depletion of the formin homologous protein Daam1 prevents Wnt/Fz activation of Rho and planar cell polarity during Xenopus gastrulation .,6,12,prevents,Negative_activation_syntax_1_verb,Negative_activation,"""Daam1""","""Rho"""
KITLG Is a Common p53 Target Gene that Can Increase Cellular Proliferation .,4,12,Increase,Positive_activation_syntax_5_verb,Positive_activation,"""p53""","""Proliferation"""
