sentence text,event interval start,event interval end,trigger,rule,polarity,pred_polarity,controller,controlled
PTEN deficiency activates Akt signaling and results in a variety of human malignancies .,0,4,activates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
PTEN has been shown to inhibit tumor cell growth and invasion by blocking the PI3K and Akt pathway [ XREF_BIBR ] ; it can dephosphatize PI3K at the 3-phosphate site and negatively regulates the Akt signal pathway .,0,17,inhibit,Negative_activation_syntax_1_verb,Negative_activation,Negative_activation,"""PTEN""","""Akt"""
We previously showed that IGF1R knockdown blocked survival of prostate cancer cells in which Akt activation was deregulated by PTEN loss .,14,20,deregulated,Negative_activation_syntax_2_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"This redox dependent modification in PTEN is important for supporting the survival and proliferative capacity of energy deprived cancer cells , signifying an important compensatory role for AMPK to support cell homeostasis via PTEN mediated activation of Akt signaling .",33,38,mediated,Positive_early_activation,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Inactivating PTEN might activate Akt and mTOR and enhance neuronal survival and axonal regeneration in optic neuropathy ( Park et al ., 2008 ; Leibinger et al ., 2016 ) .",1,5,activate,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Thus , ligand activated PPARdelta confers resistance to Ang II induced senescence by up-regulation of PTEN and ensuing modulation of the PI3K and Akt signaling to reduce ROS generation in vascular cells .",15,24,modulation,Positive_activation_syntax_3_noun,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Our studies demonstrated that PTEN lipid phosphatase inactivation activated PI3K and Akt and regulated downstream molecules , such as FoxO , GSK-3beta , beta-catenin , p27 and Bad .",4,12,activated,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
miR-21 targets and downregulates the AKT suppressor PTEN .,5,8,suppressor,Negative_activation_token_1_noun,Negative_activation,Negative_activation,"""PTEN""","""AKT"""
An example is provided by PTEN mutations : Inactivation of the tumor suppressor gene PTEN results in activation of the AKT kinase ( XREF_FIG ) .,14,21,results in activation,Positive_activation_syntax_8_verb,Negative_activation,Negative_activation,"""PTEN""","""AKT"""
"Lack of the PTEN phosphatase , a frequent mutation in breast tumors , enhances Akt activation and phosphotyrosine signaling , which diminishes the efficacy of drugs that block RTK or SFK [ XREF_BIBR ] .",3,15,enhances,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
When miR-21 is upregulated in hypoxic conditions AKT2 downregulates PTEN which then activates the other two Akt isoforms .,9,17,activates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Similar to PTEN , under expression of inositol polyphosphate-5-phosphatase J ( INPP5J ) is observed in triple negative breast cancer and increases in vivo PI3K and Akt signaling and oncogene induced transformation and tumor growth while reducing metastasis in mouse models .",2,27,increases,Positive_activation_syntax_5_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"EGFR and FGFR signaling pathways depend on PTEN PIP3 activation in the AKT signaling , promoting cell survival and opposing apoptosis by a variety of routes .",7,13,activation,Positive_activation_syntax_3_noun,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
The tumor suppressor phosphatase and tensin homolog ( PTEN ) antagonizes this PI3K and Akt pathway .,3,15,antagonizes,Negative_activation_syntax_1_verb,Negative_activation,Positive_activation,"""phosphatase and tensin homolog""","""Akt"""
Other negative regulators of PI3K and Akt signaling such as PTEN are important for Foxp3 + Treg generation .,6,11,signaling,Positive_activation_syntax_noun_Hearst,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
Co-deletion of PTEN reverses the PI3K and AKT activation defects and prevents the induction of anergy .,2,8,reverses,Negative_activation_syntax_1_verb,Negative_activation,Negative_activation,"""PTEN""","""AKT"""
"PTEN modulates the PI3K and AKT signaling pathway , thus inhibiting tumor survival , growth , and proliferation [ XREF_BIBR ] .",0,6,modulates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Given its central node position in the canonical PI3K pathway , AKT can be activated by either upstream PIK3CA activation or PTEN inactivation .",11,22,activated,Positive_activation_syntax_2_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Conversely , the 3 '-phosphoinositide phosphatase PTEN reverses PIP 3 production , decreasing Akt signaling and activating autophagy [ XREF_BIBR ] .",6,14,reverses,Negative_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
Alkylation of PTEN activates Akt and beta-catenin .,2,5,activates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Additionally , co-transfection of miR-32-5p mimics and PTEN expressing vector or co-transfection of miR-32-5p inhibitor and siPTEN abolished the effects of miR-32-5p mimics or inhibitor alone , indicating that miR-32-5p targets PTEN activates the PI3K and Akt pathway to promote EMT process .",31,37,activates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Since PTEN may modulate a broad range of PI3K and Akt independent signaling pathways in different cell types , the enhancement of eNOS phosphorylation following PTEN knockdown most plausibly reflects the effects of PTEN on a phosphorylation pathway distinct from PI3K and Akt .",1,11,modulate,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"XREF_BIBR , XREF_BIBR , XREF_BIBR Also , constitutively activation of the PI3K and AKT pathway and inactivation of the tumor suppressor PTEN ( mainly by LOH of the PTEN locus ) are common events in UM tumors .",8,29,activation,Positive_activation_syntax_1_noun,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Downstream of PTEN , miR-21 promotes activation of Akt , and consequently increases activation of NF-kappaB pathway .",2,9,promotes,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"In cancer , sustained activation of the PTEN target AKT increased Nrf2 nuclear localization [ XREF_BIBR ] .",7,10,target,Positive_activation_token_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
PTEN mediated Akt activates beta-catenin and negatively regulates Foxo1 signaling in vitro .,0,3,mediated,Positive_early_activation,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"In addition , silencing of PTP1B or PTEN using lentivirus mediated shRNA expression significantly alleviated the suppressed activation state ( phosphorylation ) of AKT in MDFs treated with IGF-1 in the presence of rotenone ( Fig XREF_FIG ) .",7,24,mediated,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Therefore , inactivation of PTEN leads to increased levels of phosphatidylinositol-3 ,4,5 triphosphate and increased Akt activation XREF_BIBR .",4,16,increased,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"PTEN inhibits activation of Akt by converting PIP 3 into PIP 2 , and reduction of the level of PTEN causes the activation of Akt in pulmonary fibrosis .",0,5,inhibits,Negative_activation_syntax_1_verb,Negative_activation,Negative_activation,"""PTEN""","""Akt"""
The rescue of activation of both AKT and IRS1 by PTEN ablation suggests that suppression of IGF signaling by PTEN may not be simply due to its lipid phosphatase activity .,3,11,activation,Positive_activation_syntax_1_noun,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"The down-regulation of PTEN that was induced by hypoxia caused activation of downstream Akt and mTOR signaling , which was demonstrated by elevated levels of phosphorylation of Akt and mTOR .",3,14,caused,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Compellingly , PTEN depletion induced the activation of AKT and also led to an increase in MKRN1 , suggesting that active pAKT might affect MKRN1 ( XREF_FIG , lane 4 ) .",2,9,induced,Positive_activation_syntax_1_verb,Negative_activation,Negative_activation,"""PTEN""","""AKT"""
"Recent evidence suggests that PHLPP1 forms a tumor suppressor network with PTEN in regulating Akt signaling , and that , upon loss of PTEN , PHLPP1 acts as a brake to counteract PTEN deficiency induced Akt activation .",32,36,induced,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
Mutations in the PTEN gene enhanced insulin sensitivity by modulating the PI3K-AKT pathway XREF_BIBR .,3,12,enhanced,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""PI3K-AKT"""
"PTEN modulates the activation of AKT through converting PIP3 , generated by PI3K , to PIP2 by dephosphorylation [ XREF_BIBR ] .",0,6,modulates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Hence , PTEN negatively modulates the PI3K and AKT pathway , and thereby may have a crucial effect on the control of cell cycle and cell survival [ XREF_BIBR ] .",2,9,modulates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Mutations in PIK3R1 , PIK3CA , or PTEN activate the PI3K-AKT signalling cascade , and were reported in 4 , 6 and 15 % of paediatric T-LBL cases , respectively .",7,11,activate,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""PI3K-AKT"""
"In NSCLC , the lack of PTEN induced up-regulation of PI3K and Akt , which demonstrated that PTEN/PI3K/Akt signaling pathway contributed to the tumorigenesis and development of NSCLC .",6,13,induced,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"For example , if PDK1 constitutively activates Akt , thus activating the PI3k pathway , Akt activation occurs independently of PTEN loss or retention , resulting in PTEN independent constitutive activation of the PI3k and Akt pathway .",27,36,activation,Positive_activation_syntax_3_noun,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
The pharmacological inhibition of PTEN was reported to reduce neurological damage after ischemic brain injury by upregulating PI3K and Akt activity .,4,20,reduce,Negative_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Likewise , it was noticed that miR-222 and miR-29 inhibitors changed the drug-resistance and restored the sensitivity to these drugs through targeting PTEN ( phosphatase and tensin homolog ) , activating the Akt and mTOR pathway ( Akt Serine/Threonine Kinase 1/Mechanistic Target of Rapamycin ) [ XREF_BIBR ] .",22,33,activating,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"C-Met inhibition with 10 microM SU11274 decreased Akt activation by ~ 30 % in both U87 and U251 glioma cell lines ( P < 0.05 ) , whereas PTEN reconstitution alone and in combination with 10 microM SU11274 decreased Akt activation by 90 % in both cell lines ( P < 0.05 ) ( XREF_FIG ) .",28,40,decreased,Negative_activation_syntax_1_verb,Negative_activation,Negative_activation,"""PTEN""","""Akt"""
"Through targeting PTEN and subsequent activation of Akt pathway , miR-21 may be involved in both EMT and endothelial-to-mesenchymal transition ( EndMT ) [ XREF_BIBR - XREF_BIBR ] .",2,8,activation,Positive_activation_syntax_3_noun,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"In addition to DNA sequence mutations , LOH of PTEN is a well-known event in many malignancies and serves to activate the PI3K and AKT pathway .",9,25,activate,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Taken together , these findings suggest that blockade of PI3K and Akt signaling by PTEN may render breast cancer cells more dependent on the MEK and Erk pathway for their proliferation and survival .",11,15,signaling,Positive_activation_syntax_2_noun,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
Down-regulation of FOG2 and PTEN promotes the activation of Akt and its downstream signaling pathways to enhance the expansion and immune suppressive potential of MDSCs .,4,10,promotes,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"The PI3K and Akt pathway is negatively regulated by the tumor-suppressor gene PTEN , which is localized to chromosome 10 .",3,13,negatively regulated,Negative_activation_syntax_2_verb,Negative_activation,Negative_activation,"""PTEN""","""Akt"""
Many natural compounds are also reported to inactivate the PI3K-AKT pathway either by activating PTEN or inactivating oncogenes that drive AKT activation .,14,21,drive,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
Our data suggest that PTEN may regulate telomerase activity by a novel mechanism in which inhibition of Akt activation by PTEN leads to decreased hTERT mRNA levels .,17,21,activation,Positive_activation_syntax_2_noun,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Recently , we have further observed that Cd inactivation of PTEN results in activation of Akt and mTOR signaling and apoptosis of neuronal cells , implying that loss of PTEN function may promote development of neurodegenerative disorders .",10,16,results in activation,Positive_activation_syntax_8_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Alternatively , inactivation of PTEN constitutively activates the AKT pathway , a major player in colon cancer carcinogenesis .",4,9,activates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"In the present study , we found that PTEN deficiency further increased the activation of AKT by an additional ~ 2 to 3-fold in the thyroids of TRbeta PV/PV mice .",8,16,increased,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
The pro survival cellular mechanisms alleviating the requirement of PI3K and PTEN mediated AKT activation is becoming increasingly apparent .,11,14,mediated,Positive_early_activation,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Phosphatase and tensin homolog ( PTEN ) mutations , which activate AKT , have been described in RCC in association with more aggressive disease ( Kondo et al , 2001 ; Shin Lee et al , 2003 ) .",5,12,activate,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
Enhanced Akt activity is observed in Pten null tumor cells of castrated Pten LoxP and LoxP : Osr1-Cre .,0,13,Enhanced,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""Pten""","""Akt"""
"The analysis of nutrient uptake in PTEN -/- non transformed thymocytes allows an assessment of the ability of PtdIns ( 3,4,5 ) P 3 and AKT to drive nutrient transport in T cells .",6,26,allows,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
The percentage of active form of PTEN is decreased in PAI-1 -/- ECs ( XREF_FIG ) suggesting that Akt activation associated with PAI-1 genetic deficiency is partly mediated by PTEN inactivation .,18,30,mediated,Positive_activation_syntax_2_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"It has been demonstrated that deficiency of PTEN resulted in activation of Akt , followed by phosphorylation of its downstream substrates .",7,13,resulted in activation,Positive_activation_syntax_8_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Moreover , Akt activity can be deregulated by constitutive activation or by inhibition of PTEN and MMAC1 , a phosphatase that directly counteracts Akt through the dephosphorylation of PI-3-, 4-, 5-P 3 ( Stambolic et al , 1998 ) .",2,15,deregulated,Negative_activation_syntax_2_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
Akt activation is usually up-regulated by PI3-K and down-regulated by the PTEN tumor suppressor .,0,12,down-regulated,Negative_activation_syntax_2_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Hence , in the absence of PTEN induced downregulation of AKT , FOXO transcription factors are constitutively phosphorylated , thereby inhibiting the activation of the programmed cell death pathway .",6,11,induced,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
Our results are consistent with prior studies showing that PTEN and PIK3CA activate mTOR signaling downstream of AKT in non redundant ways .,9,18,activate,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"PTEN inactivation by point mutations or deletion aberrantly activates PI3K-AKT pathway , promoting cell growth , survival and proliferation .",0,10,activates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""PI3K-AKT"""
"Thus , it is possible that in PTEN mKO mice , PTEN deficiency enhanced Akt and FoxO1 signaling in macrophages .",11,15,enhanced,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"PTEN gene activation of the PI3K and AKT signaling pathway is thought to promote the development of follicular and anaplastic thyroid carcinomas , as well as breast cancer [ XREF_BIBR ] .",0,8,activation,Positive_activation_syntax_3_noun,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
The other one includes activation of alternative pro tumorigenic pathways such as the PI3K and AKT pathway that can be caused by phosphatase and tensin homolog ( PTEN ) loss [ XREF_BIBR ] or by an increase in signaling driven by receptor tyrosine kinases ( RTK ) .,15,28,caused,Positive_activation_syntax_6_verb,Negative_activation,Negative_activation,"""PTEN""","""AKT"""
"75 In addition to E-cadherin , Snail can directly suppress the transcription of genes involved in anoikis , such as PTEN , downregulation of which activates the PI3-K and Akt pathway and inactivates the proapoptotic protein Bad , thus contributing to anoikis resistance .",20,30,activates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
PTEN Plays a Role in Thrombin Mediated Activation of the PI3K and AKT Signaling Pathway .,0,13,Mediated,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Mutational inactivation of PTEN or activation of PI3K increases AKT and mTOR signaling that promotes growth , proliferation , and survival , while mutation of TP53 promotes cell survival and proliferation .",3,10,increases,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Additionally , Pten removal increased AKT and ERK activation , above the levels of controls , in the presence or absence of Fgfr2 .",2,6,increased,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""Pten""","""AKT"""
The demonstration that respiration defects lead to activation of the Akt pathway caused by the accumulation of NADH and inactivation of PTEN reveals a novel mechanism by which cancer cells survive under respiration compromised conditions .,10,22,caused,Positive_activation_syntax_2_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"However , PTEN haploinsufficiency restores Akt signaling in these tumors and dramatically enhances tumorigenesis .",2,6,restores,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
The Palomero group found that transcriptional downregulation of PTEN mediates physiologic upregulation of the PI3K-AKT pathway ; mutational loss of PTEN and aberrant Akt activation induce resistance to GSI in T-cell leukemia [ XREF_BIBR ] .,8,15,mediates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""PI3K-AKT"""
"Taken together , these data indicate that reintroduction of PTEN abrogates miR-21-induced P13K and AKT protein reduction .",9,15,abrogates,Negative_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"The downregulated PTEN upregulates PI3K and AKT signaling enhancing cell proliferation , migration and chemoresistance XREF_BIBR .",2,7,upregulates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"AKT is activated by EGFR activation and loss of PTEN function XREF_BIBR , XREF_BIBR .",0,10,activated,Positive_activation_syntax_2_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Taken together , our work strongly suggests that during IPF fibroblast interaction with polymerized collagen , inappropriately low PTEN function aberrantly activates Akt , which suppresses FoxO3a activity .",18,23,activates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
The absence of PTEN causing Akt hyperactivation was evident by the higher expressions of p-Ser 473 Akt and p-Thr 308 Akt without a significant change in the total Akt ( XREF_FIG ) .,3,6,causing,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
Activation of the PI3K and Akt pathway by PTEN regulation .,0,9,Activation,Positive_activation_syntax_1_noun,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"S nitrosylation of PTEN by low concentrations of NO at Cys 83 inhibited its enzymatic activity [ XREF_BIBR ] and consequently stimulated the downstream Akt cascade , which is essential for cell survival [ XREF_BIBR ] .",3,25,stimulated,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"The tumor suppressor , PTEN , blocks the PI3K and AKT pathway and modulates the AKT-mTOR pathway by dephosphorylating compounds such as intrinsic plasma membrane protein 3 ; when not phosphorylated , these compounds interact through synergism with interacting acting protein 1 to suppress AKT1 activation [ XREF_BIBR ] .",4,11,blocks,Negative_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Previous studies found that PTEN inactivation in neonatal cardiomyocytes by overexpression of dominant negative PTEN H123Y mutant activates the Akt prosurvival pathway , reduces apoptosis , and increases survival XREF_BIBR .",4,20,activates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
Our examination of the signaling molecules related to Akt signaling including PTEN and GSK3beta revealed little role in the Akt negative regulator PTEN in LPS- and Akt activation induced myocardial responsiveness .,8,12,signaling,Positive_activation_syntax_noun_Hearst,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
Similar PTEN elevation and inhibition of AKT by ODAM was observed in MDA-MB-231 breast cancer cells while ODAM expression had no effect in PTEN deficient BT-549 breast cancer cells .,1,7,elevation,Positive_activation_syntax_3_noun,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"As a future study , it will be also important to determine whether Pfn1 dependent PTEN upregulation and suppression of AKT activation are i ) generalized phenomena in other variants of adenocarcinoma , and ii ) accounts for growth inhibition and impaired tumorigenicity of Pfn1 overexpressing breast cancer cell lines .",15,21,upregulation,Positive_activation_syntax_3_noun,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"The PI-3-kinase and Akt pathway is frequently activated in human tumors by suppression or deletion of the PTEN tumor suppressor , or through mutational activation or amplification of PI-3-kinase .",3,18,activated,Positive_activation_syntax_2_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"GSK-3beta is regulated upstream by PI3K and Akt , which is negatively modulated by PTEN .",7,15,modulated,Positive_activation_syntax_2_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
The target of miR-21 is the phosphate and tensin homolog ( PTEN ) tumour suppressor gene which in turn activates the PKI3 and AKt pathway that triggers cellular apoptosis [ XREF_BIBR ] .,11,24,activates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKt"""
"PTEN negatively regulates PI3K signalling by dephosphorylating PtdIns ( 3,4,5 ) P 3 to PtdIns ( 4,5 ) P 2 and thus mediates its tumour-suppressor function by inactivating downstream oncogenic AKT mediated signalling 19 .",0,31,mediates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Thus , inactivation of Pten , which inhibits PI3K , should activate Akt and promotes muscle hypertrophy .",4,13,activate,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""Pten""","""Akt"""
"The schematic model demonstrated that OIP5 regulates tumor growth and metastasis through AKT activation , which is mediated by both mTORC2 activation and p38 and PTEN inactivation .",12,26,mediated,Positive_activation_syntax_2_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
PTEN also has an active site Cys sensitive to oxidation and its oxidation by RNS inhibits PTEN activating anti-apoptotic Akt signaling .,16,20,activating,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"To this , we found that an embryonic stem cell ( ESC )-specific microRNA , miR-302 , silences phosphatase and tensin homolog ( PTEN ) to activate Akt signaling , which subsequently stimulates nuclear factor erythroid 2 related factor 2 ( Nrf2 )/heme oxygenase-1 ( HO-1 ) elevation and hence inhibits Abeta induced neurotoxicity .",23,28,activate,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"These observations suggest that the major target of chr19 loss is the Pten tumor-suppressor gene , which consequently activates the PI3K and Akt signaling pathway in this glioma model .",12,23,activates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""Pten""","""Akt"""
"Pten deficiency in hepatocytes induced excessive activation of the PI3K and AKT pathway , increased lipogenesis and reduced lipolysis , resulting in hepatic lipid accumulation and injuries .",0,12,induced,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""Pten""","""AKT"""
"On the whole , our study identified that the downregulation of miR-382 by propranolol inhibits the progression of IHs via the PTEN mediated AKT and mTOR pathway .",21,24,mediated,Positive_early_activation,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"We have established that downregulation of PTEN due to increased miR-21 expression in renal cancer cells activates Akt ( XREF_FIG ) , which contributes to proliferation and migration of these cells ( XREF_FIG and XREF_FIG ) .",6,18,activates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"In another transgenic model of EOC a conditional knock out of Dicer and Pten led to activation of the phosphatidylinositol 3-kinase ( PI3K ) and AKT pathway , and resulted in the development of high grade serous adenocarcinomas from the oviduct .",13,26,led to,Positive_activation_nested_syntax_2_verb,Negative_activation,Positive_activation,"""Pten""","""AKT"""
"For instance , PI3K-AKT activation caused by Pten deficiency in combination with Keap1 deficiency in the mouse liver results in massive accumulation of NRF2 and NRF2 dependent proliferation of hepatocytes and cholangiocytes.63 , 75 , 76 Thus , quantitative increases of the NRF2 protein under proliferative signals substantiates the dominant role played by NRF2 in leading cancer cells to NRF2 addiction .",3,8,caused,Positive_activation_syntax_2_verb,Negative_activation,Positive_activation,"""Pten""","""PI3K-AKT"""
PTEN suppresses cell proliferation by inhibiting the PI3K-Akt signaling pathway at the cell membrane .,0,8,suppresses,Negative_activation_syntax_1_verb,Negative_activation,Negative_activation,"""PTEN""","""PI3K-Akt"""
"The phosphatase and tensin homologue ( PTEN ) is critical to activate PI3K and Akt pathway and thus increase muscle mass and growth by altering the level of PI ( 3,4,5 ) P ( 3 ) .",6,15,activate,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"In the absence of Txnip , oxidative inactivation of PTEN and subsequent activation of Akt attenuated mitochondrial respiration , resulting in the accumulation of NADH , a competitive inhibitor of thioredoxin NADPH-reductive activation of PTEN .",9,15,activation,Positive_activation_syntax_3_noun,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Down-regulation of PTEN function induces a concomitant activation of AKT , which can regulate cell survival and growth pathways , including nuclear factor ( NF )-kappaB-dependent inflammation , as well as mechanistic target of Rapamycin , glycogen synthase kinase-3beta , and Raf .",2,10,induces,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Therefore , it is anticipitated that PTEN ablation in PIKE -/- neurons should restore the PI3K and Akt function , thus rescuing the defective arborization .",6,18,restore,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"In contrast , knock-down of BRAFV600E in A2058 and HT144 did not elevate pAKT , consistent with the idea that PTEN dysfunction dominantly drives the AKT signaling ( XREF_SUPPLEMENTARY ) .",20,26,drives,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Alternatively , it is possible that blockade of mTORC1 may feed back to inhibit other regulators of Akt activation ( such as PTEN ) , so that the phosphorylation of Akt is increased .",17,23,activation,Positive_activation_syntax_noun_Hearst,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Phosphatidylinositol-3-kinase and protein kinase B ( PI3K and Akt ) signaling is over-activated in many types of cancers , including carcinoid tumors , through either constitutive activation of PI3K , which indirectly promotes Akt phosphorylation and activation , or downregulation or mutation of the endogenous inhibitor of PI3K and Akt signaling PTEN ( phosphatase and tensin homolog deleted on chromosome ten ) .",49,52,signaling,Positive_activation_token_1_noun,Negative_activation,Negative_activation,"""PTEN""","""Akt"""
"The inactivation of PTEN activates Akt signaling , which reduces apoptosis and increases survival [ XREF_BIBR - XREF_BIBR ] .",3,6,activates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Of interest , the levels of PIB5PA and PTEN were significantly correlated , and loss of both was associated with particularly high levels of Akt activation in fresh melanoma isolates , suggesting that consistent with the finding in melanoma cell lines , downregulation of PIB5PA and PTEN may cooperatively promote activation of PI3K and Akt signalling in vivo , and that melanomas deficient in both PIB5PA and PTEN may be more profoundly dependent on survival advantages afforded by activation of the pathway .",46,55,promote,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"We demonstrated that HMW-FGF2 overexpression is associated with reduced expression of PTEN , the negative regulator of PI3K and Akt pathway , leading to activated Akt signaling , which might be responsible for enhanced proliferative activity of T98G cells .",11,26,leading to,Positive_activation_nested_syntax_2_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
